ts	contract	seed	result	actualRounds	totalTx	deposits	syncRedeems	asyncRedeems	processBatch	finalizeBatch	rebalances	settlements	rateUpdates	priceUpdates	invariantChecks	invariantFails	totalGasUsed	wallMs
1776309507807	S1_DepositRedeemMix	12345	PASSED	50	1307	837	464	0	0	0	0	0	4	2	51	0	246374379	960
1776309586075	S2_AsyncRedeemFullCycle	12345	PASSED	50	503	58	0	332	49	49	0	0	9	6	151	0	274587720	914
1776309666788	S3_RebalanceSettlement	12345	PASSED	50	1770	819	0	715	50	50	50	68	9	9	201	0	627672699	1712
1776309743626	S4_ExchangeRateFeeAccrual	12345	PASSED	50	172	95	18	0	0	0	0	0	50	9	50	0	54904344	254
1776309826094	S5_SanctionedUserInterlace	12345	PASSED	50	2302	1855	386	17	17	17	0	0	6	4	51	0	426951628	1384
1776309911708	S6_InFlightEdgeCases	12345	PASSED	50	423	153	21	75	26	26	58	36	16	12	51	0	134040820	489
1776309995032	S7_FullProtocolEndurance	12345	PASSED	15	959	498	105	283	15	15	15	9	15	4	17	0	221374172	614
1776310073838	S8_InvestSettlementEdge	12345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	94402757	359
1776310158523	S9_MultiAdapterMix	12345	PASSED	50	1610	898	0	497	49	49	50	45	9	13	102	0	459918397	1323
1776310163356	S1_DepositRedeemMix	22345	PASSED	50	1277	822	449	0	0	0	0	0	4	2	51	0	241258238	954
1776310168107	S2_AsyncRedeemFullCycle	22345	PASSED	50	494	54	0	325	50	50	0	0	9	6	151	0	270023550	894
1776310173738	S3_RebalanceSettlement	22345	PASSED	50	1766	940	0	593	50	50	50	65	9	9	201	0	583939432	1750
1776310177868	S4_ExchangeRateFeeAccrual	22345	PASSED	50	199	123	17	0	0	0	0	0	50	9	50	0	58559719	265
1776310183056	S5_SanctionedUserInterlace	22345	PASSED	50	2180	1696	423	17	17	17	0	0	6	4	51	0	410823349	1328
1776310187384	S6_InFlightEdgeCases	22345	PASSED	50	412	135	21	75	30	30	58	35	16	12	51	0	131538091	469
1776310191832	S7_FullProtocolEndurance	22345	PASSED	15	959	616	94	168	15	15	15	17	15	4	17	0	188547431	582
1776310196058	S8_InvestSettlementEdge	22345	PASSED	50	246	100	0	0	0	0	50	68	16	12	51	0	95962616	379
1776310201202	S9_MultiAdapterMix	22345	PASSED	50	1547	881	0	448	50	50	50	46	9	13	102	0	434130196	1295
1776310205927	S1_DepositRedeemMix	32345	PASSED	50	1079	754	319	0	0	0	0	0	4	2	51	0	207120708	841
1776310210673	S2_AsyncRedeemFullCycle	32345	PASSED	50	466	54	0	297	50	50	0	0	9	6	151	0	257566021	866
1776310216259	S3_RebalanceSettlement	32345	PASSED	50	1624	734	0	653	50	50	50	69	9	9	201	0	581844352	1730
1776310220390	S4_ExchangeRateFeeAccrual	32345	PASSED	50	185	105	21	0	0	0	0	0	50	9	50	0	57042325	274
1776310225573	S5_SanctionedUserInterlace	32345	PASSED	50	2180	1740	379	17	17	17	0	0	6	4	51	0	406907248	1339
1776310229972	S6_InFlightEdgeCases	32345	PASSED	50	418	153	10	83	27	27	58	32	16	12	51	0	135382476	506
1776310234422	S7_FullProtocolEndurance	32345	PASSED	15	970	489	140	263	15	15	15	14	15	4	17	0	219644182	619
1776310238609	S8_InvestSettlementEdge	32345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	94443460	360
1776310243682	S9_MultiAdapterMix	32345	PASSED	50	1499	862	0	406	49	49	50	61	9	13	102	0	418761464	1208
1776310248468	S1_DepositRedeemMix	42345	PASSED	50	1180	787	387	0	0	0	0	0	4	2	51	0	224264714	882
1776310253218	S2_AsyncRedeemFullCycle	42345	PASSED	50	484	54	0	319	48	48	0	0	9	6	151	0	267906946	879
1776310258781	S3_RebalanceSettlement	42345	PASSED	50	1656	783	0	651	49	49	50	56	9	9	201	0	583245874	1714
1776310262896	S4_ExchangeRateFeeAccrual	42345	PASSED	50	206	127	20	0	0	0	0	0	50	9	50	0	59188685	268
1776310268159	S5_SanctionedUserInterlace	42345	PASSED	50	2212	1730	421	17	17	17	0	0	6	4	51	0	414720986	1410
1776310272498	S6_InFlightEdgeCases	42345	PASSED	50	411	150	10	77	26	26	58	36	16	12	51	0	133107404	464
1776310276907	S7_FullProtocolEndurance	42345	PASSED	15	897	515	129	176	15	15	15	13	15	4	17	0	182931545	558
1776310281116	S8_InvestSettlementEdge	42345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	94389314	375
1776310286199	S9_MultiAdapterMix	42345	PASSED	50	1524	879	0	433	50	50	50	40	9	13	102	0	423559025	1210
1776310291006	S1_DepositRedeemMix	52345	PASSED	50	1248	796	446	0	0	0	0	0	4	2	51	0	236587757	958
1776310295748	S2_AsyncRedeemFullCycle	52345	PASSED	50	495	54	0	326	50	50	0	0	9	6	151	0	271906721	894
1776310301342	S3_RebalanceSettlement	52345	PASSED	50	1615	823	0	568	47	47	50	62	9	9	201	0	550190074	1670
1776310305446	S4_ExchangeRateFeeAccrual	52345	PASSED	50	206	124	23	0	0	0	0	0	50	9	50	0	59411073	284
1776310310655	S5_SanctionedUserInterlace	52345	PASSED	50	2235	1759	415	17	17	17	0	0	6	4	51	0	416706761	1362
1776310314996	S6_InFlightEdgeCases	52345	PASSED	50	411	144	19	78	27	27	58	30	16	12	51	0	130068293	456
1776310319369	S7_FullProtocolEndurance	52345	PASSED	15	794	446	123	150	15	15	15	11	15	4	17	0	160858041	506
1776310323613	S8_InvestSettlementEdge	52345	PASSED	50	243	100	0	0	0	0	50	65	16	12	51	0	94868659	363
1776310328687	S9_MultiAdapterMix	52345	PASSED	50	1540	834	0	490	49	49	50	46	9	13	102	0	446693122	1222
1776310333523	S1_DepositRedeemMix	62345	PASSED	50	1145	799	340	0	0	0	0	0	4	2	51	0	217657745	922
1776310338244	S2_AsyncRedeemFullCycle	62345	PASSED	50	472	56	0	301	50	50	0	0	9	6	151	0	259444249	865
1776310343847	S3_RebalanceSettlement	62345	PASSED	50	1728	883	0	609	49	49	50	70	9	9	201	0	584717357	1740
1776310347968	S4_ExchangeRateFeeAccrual	62345	PASSED	50	209	125	25	0	0	0	0	0	50	9	50	0	59958311	271
1776310353113	S5_SanctionedUserInterlace	62345	PASSED	50	2147	1765	321	17	17	17	0	0	6	4	51	0	397347324	1283
1776310357412	S6_InFlightEdgeCases	62345	PASSED	50	382	139	11	63	24	24	58	35	16	12	51	0	124880552	448
1776310361868	S7_FullProtocolEndurance	62345	PASSED	15	917	496	134	209	15	15	15	14	15	4	17	0	195689961	598
1776310366109	S8_InvestSettlementEdge	62345	PASSED	50	237	100	0	0	0	0	50	59	16	12	51	0	92689828	358
1776310371148	S9_MultiAdapterMix	62345	PASSED	50	1465	901	0	342	49	49	50	52	9	13	102	0	390836757	1154
1776310375984	S1_DepositRedeemMix	72345	PASSED	50	1290	858	426	0	0	0	0	0	4	2	51	0	242710216	935
1776310380717	S2_AsyncRedeemFullCycle	72345	PASSED	50	464	53	0	298	49	49	0	0	9	6	151	0	256822879	864
1776310386229	S3_RebalanceSettlement	72345	PASSED	50	1718	851	0	631	50	50	50	68	9	9	201	0	591226906	1667
1776310390402	S4_ExchangeRateFeeAccrual	72345	PASSED	50	219	135	25	0	0	0	0	0	50	9	50	0	60780191	277
1776310395561	S5_SanctionedUserInterlace	72345	PASSED	50	2057	1639	357	17	17	17	0	0	6	4	51	0	388696484	1294
1776310399923	S6_InFlightEdgeCases	72345	PASSED	50	397	144	20	72	22	22	58	31	16	12	51	0	129365455	495
1776310404298	S7_FullProtocolEndurance	72345	PASSED	15	777	409	136	155	15	15	15	13	15	4	17	0	161758555	500
1776310408491	S8_InvestSettlementEdge	72345	PASSED	50	241	100	0	0	0	0	50	63	16	12	51	0	94089402	365
1776310413658	S9_MultiAdapterMix	72345	PASSED	50	1613	936	0	451	48	48	50	58	9	13	102	0	451229858	1264
1776310418370	S1_DepositRedeemMix	82345	PASSED	50	1130	759	365	0	0	0	0	0	4	2	51	0	215836128	851
1776310423119	S2_AsyncRedeemFullCycle	82345	PASSED	50	516	55	0	346	50	50	0	0	9	6	151	0	279984096	901
1776310428633	S3_RebalanceSettlement	82345	PASSED	50	1668	840	0	605	50	50	50	55	9	9	201	0	568358910	1640
1776310432773	S4_ExchangeRateFeeAccrual	82345	PASSED	50	185	112	14	0	0	0	0	0	50	9	50	0	56951946	256
1776310437847	S5_SanctionedUserInterlace	82345	PASSED	50	1978	1623	294	17	17	17	0	0	6	4	51	0	373068244	1230
1776310442159	S6_InFlightEdgeCases	82345	PASSED	50	354	118	14	61	23	23	58	29	16	12	51	0	121634436	437
1776310446601	S7_FullProtocolEndurance	82345	PASSED	15	803	421	113	198	15	15	15	7	15	4	17	0	175086061	575
1776310450829	S8_InvestSettlementEdge	82345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	95233696	364
1776310455918	S9_MultiAdapterMix	82345	PASSED	50	1511	850	0	437	49	49	50	54	9	13	102	0	427220243	1226
1776310460670	S1_DepositRedeemMix	92345	PASSED	50	1164	784	374	0	0	0	0	0	4	2	51	0	221396617	909
1776310465399	S2_AsyncRedeemFullCycle	92345	PASSED	50	470	52	0	303	50	50	0	0	9	6	151	0	258898049	871
1776310470897	S3_RebalanceSettlement	92345	PASSED	50	1691	844	0	614	50	50	50	65	9	9	201	0	578258046	1638
1776310475023	S4_ExchangeRateFeeAccrual	92345	PASSED	50	200	120	21	0	0	0	0	0	50	9	50	0	58673761	268
1776310480176	S5_SanctionedUserInterlace	92345	PASSED	50	2061	1687	313	17	17	17	0	0	6	4	51	0	390633221	1272
1776310484453	S6_InFlightEdgeCases	92345	PASSED	50	379	129	13	66	27	27	58	31	16	12	51	0	124294860	439
1776310488856	S7_FullProtocolEndurance	92345	PASSED	15	830	446	129	183	14	14	15	10	15	4	17	0	175568471	537
1776310493103	S8_InvestSettlementEdge	92345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	95257672	377
1776310498214	S9_MultiAdapterMix	92345	PASSED	50	1558	929	0	417	47	47	50	46	9	13	102	0	427258149	1255
1776310502908	S1_DepositRedeemMix	102345	PASSED	50	1116	739	371	0	0	0	0	0	4	2	51	0	214225985	845
1776310507768	S2_AsyncRedeemFullCycle	102345	PASSED	50	573	62	0	396	50	50	0	0	9	6	151	0	305680995	990
1776310513259	S3_RebalanceSettlement	102345	PASSED	50	1683	872	0	578	49	49	50	67	9	9	201	0	566048663	1627
1776310517455	S4_ExchangeRateFeeAccrual	102345	PASSED	50	201	119	23	0	0	0	0	0	50	9	50	0	58580514	276
1776310522651	S5_SanctionedUserInterlace	102345	PASSED	50	2159	1710	388	17	17	17	0	0	6	4	51	0	401484454	1319
1776310526976	S6_InFlightEdgeCases	102345	PASSED	50	382	124	9	72	28	28	58	35	16	12	51	0	127861722	447
1776310531424	S7_FullProtocolEndurance	102345	PASSED	15	944	562	127	174	15	15	15	17	15	4	17	0	189197411	587
1776310535626	S8_InvestSettlementEdge	102345	PASSED	50	240	100	0	0	0	0	50	62	16	12	51	0	93692684	372
1776310540700	S9_MultiAdapterMix	102345	PASSED	50	1547	897	0	429	49	49	50	51	9	13	102	0	429866992	1205
1776310545536	S1_DepositRedeemMix	112345	PASSED	50	1335	887	442	0	0	0	0	0	4	2	51	0	249999944	966
1776310550283	S2_AsyncRedeemFullCycle	112345	PASSED	50	502	55	0	334	49	49	0	0	9	6	151	0	273375639	887
1776310555709	S3_RebalanceSettlement	112345	PASSED	50	1548	744	0	583	49	49	50	55	9	9	201	0	541078344	1571
1776310559855	S4_ExchangeRateFeeAccrual	112345	PASSED	50	205	125	21	0	0	0	0	0	50	9	50	0	59026136	267
1776310564951	S5_SanctionedUserInterlace	112345	PASSED	50	2032	1635	336	17	17	17	0	0	6	4	51	0	378887051	1238
1776310569247	S6_InFlightEdgeCases	112345	PASSED	50	392	129	15	74	27	27	58	34	16	12	51	0	131170297	451
1776310573689	S7_FullProtocolEndurance	112345	PASSED	15	938	496	138	228	15	15	15	12	15	4	17	0	204974209	604
1776310577904	S8_InvestSettlementEdge	112345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	94371577	358
1776310582914	S9_MultiAdapterMix	112345	PASSED	50	1423	812	0	396	49	49	50	45	9	13	102	0	397779090	1150
1776310587751	S1_DepositRedeemMix	122345	PASSED	50	1305	857	442	0	0	0	0	0	4	2	51	0	245558837	1000
1776310592484	S2_AsyncRedeemFullCycle	122345	PASSED	50	501	60	0	330	48	48	0	0	9	6	151	0	269857784	879
1776310598081	S3_RebalanceSettlement	122345	PASSED	50	1815	847	0	737	49	49	50	65	9	9	201	0	640280527	1725
1776310602230	S4_ExchangeRateFeeAccrual	122345	PASSED	50	211	127	25	0	0	0	0	0	50	9	50	0	60023191	273
1776310607435	S5_SanctionedUserInterlace	122345	PASSED	50	2144	1650	433	17	17	17	0	0	6	4	51	0	406995143	1335
1776310611780	S6_InFlightEdgeCases	122345	PASSED	50	416	144	15	80	29	29	58	33	16	12	51	0	135367463	478
1776310616185	S7_FullProtocolEndurance	122345	PASSED	15	823	425	150	175	15	15	15	9	15	4	17	0	172401952	530
1776310620437	S8_InvestSettlementEdge	122345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	95139447	361
1776310625441	S9_MultiAdapterMix	122345	PASSED	50	1444	850	0	377	49	49	50	47	9	13	102	0	396159879	1164
1776310630254	S1_DepositRedeemMix	132345	PASSED	50	1266	847	413	0	0	0	0	0	4	2	51	0	238617670	940
1776310634986	S2_AsyncRedeemFullCycle	132345	PASSED	50	506	59	0	332	50	50	0	0	9	6	151	0	274951174	892
1776310640418	S3_RebalanceSettlement	132345	PASSED	50	1616	835	0	549	50	50	50	64	9	9	201	0	544028974	1592
1776310644561	S4_ExchangeRateFeeAccrual	132345	PASSED	50	190	115	16	0	0	0	0	0	50	9	50	0	57236308	258
1776310649712	S5_SanctionedUserInterlace	132345	PASSED	50	2049	1642	346	17	17	17	0	0	6	4	51	0	387204402	1268
1776310654013	S6_InFlightEdgeCases	132345	PASSED	50	401	145	5	83	25	25	58	32	16	12	51	0	132621681	453
1776310658380	S7_FullProtocolEndurance	132345	PASSED	15	796	392	118	211	15	15	15	11	15	4	17	0	179334275	527
1776310662611	S8_InvestSettlementEdge	132345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	94573833	377
1776310667736	S9_MultiAdapterMix	132345	PASSED	50	1548	904	0	429	48	48	50	47	9	13	102	0	429326124	1259
1776310672495	S1_DepositRedeemMix	142345	PASSED	50	1218	793	419	0	0	0	0	0	4	2	51	0	231453874	899
1776310677300	S2_AsyncRedeemFullCycle	142345	PASSED	50	521	53	0	353	50	50	0	0	9	6	151	0	284386460	923
1776310682702	S3_RebalanceSettlement	142345	PASSED	50	1558	771	0	562	50	50	50	57	9	9	201	0	537683075	1561
1776310686854	S4_ExchangeRateFeeAccrual	142345	PASSED	50	247	143	45	0	0	0	0	0	50	9	50	0	64713604	291
1776310692031	S5_SanctionedUserInterlace	142345	PASSED	50	2180	1783	336	17	17	17	0	0	6	4	51	0	409664155	1331
1776310696369	S6_InFlightEdgeCases	142345	PASSED	50	426	153	18	79	28	28	58	34	16	12	51	0	133938040	475
1776310700750	S7_FullProtocolEndurance	142345	PASSED	15	902	525	108	193	15	15	15	12	15	4	17	0	187712331	568
1776310704984	S8_InvestSettlementEdge	142345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	95219360	375
1776310709954	S9_MultiAdapterMix	142345	PASSED	50	1432	838	0	384	49	49	50	40	9	13	102	0	394094805	1152
1776310714732	S1_DepositRedeemMix	152345	PASSED	50	1360	869	485	0	0	0	0	0	4	2	51	0	255290221	980
1776310719471	S2_AsyncRedeemFullCycle	152345	PASSED	50	526	57	0	354	50	50	0	0	9	6	151	0	282999128	910
1776310725025	S3_RebalanceSettlement	152345	PASSED	50	1621	782	0	604	49	49	50	69	9	9	201	0	563849137	1706
1776310729122	S4_ExchangeRateFeeAccrual	152345	PASSED	50	213	129	25	0	0	0	0	0	50	9	50	0	60180715	273
1776310734214	S5_SanctionedUserInterlace	152345	PASSED	50	2070	1631	378	17	17	17	0	0	6	4	51	0	392645280	1284
1776310738498	S6_InFlightEdgeCases	152345	PASSED	50	379	124	23	71	23	23	58	29	16	12	51	0	127869440	449
1776310742909	S7_FullProtocolEndurance	152345	PASSED	15	903	480	119	228	15	15	15	12	15	4	17	0	199166428	575
1776310747091	S8_InvestSettlementEdge	152345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	94495909	360
1776310752121	S9_MultiAdapterMix	152345	PASSED	50	1521	840	0	464	48	48	50	49	9	13	102	0	436091259	1218
1776310756787	S1_DepositRedeemMix	162345	PASSED	50	1139	756	377	0	0	0	0	0	4	2	51	0	217717033	859
1776310761538	S2_AsyncRedeemFullCycle	162345	PASSED	50	499	59	0	325	50	50	0	0	9	6	151	0	273742688	923
1776310766932	S3_RebalanceSettlement	162345	PASSED	50	1564	772	0	569	49	49	50	57	9	9	201	0	541162821	1566
1776310771071	S4_ExchangeRateFeeAccrual	162345	PASSED	50	187	107	21	0	0	0	0	0	50	9	50	0	57011752	261
1776310776264	S5_SanctionedUserInterlace	162345	PASSED	50	2212	1755	396	17	17	17	0	0	6	4	51	0	418226919	1357
1776310780551	S6_InFlightEdgeCases	162345	PASSED	50	441	166	18	76	29	29	58	37	16	12	51	0	135312644	470
1776310784978	S7_FullProtocolEndurance	162345	PASSED	15	928	513	94	245	15	15	15	12	15	4	17	0	206592663	615
1776310789180	S8_InvestSettlementEdge	162345	PASSED	50	237	100	0	0	0	0	50	59	16	12	51	0	92497613	360
1776310794227	S9_MultiAdapterMix	162345	PASSED	50	1588	944	0	419	50	50	50	53	9	13	102	0	434042993	1234
1776310799004	S1_DepositRedeemMix	172345	PASSED	50	1309	853	450	0	0	0	0	0	4	2	51	0	246391352	954
1776310803726	S2_AsyncRedeemFullCycle	172345	PASSED	50	461	56	0	296	47	47	0	0	9	6	151	0	254635954	886
1776310809260	S3_RebalanceSettlement	172345	PASSED	50	1730	893	0	608	50	50	50	61	9	9	201	0	582301702	1653
1776310813371	S4_ExchangeRateFeeAccrual	172345	PASSED	50	211	123	29	0	0	0	0	0	50	9	50	0	59902833	292
1776310818534	S5_SanctionedUserInterlace	172345	PASSED	50	1976	1576	339	17	17	17	0	0	6	4	51	0	378391250	1309
1776310822790	S6_InFlightEdgeCases	172345	PASSED	50	393	136	13	67	27	27	58	37	16	12	51	0	128555819	451
1776310827173	S7_FullProtocolEndurance	172345	PASSED	15	931	569	123	158	15	15	15	17	15	4	17	0	182548573	572
1776310831379	S8_InvestSettlementEdge	172345	PASSED	50	238	100	0	0	0	0	50	60	16	12	51	0	92938558	370
1776310836525	S9_MultiAdapterMix	172345	PASSED	50	1704	958	0	517	50	50	50	57	9	13	102	0	486374673	1317
1776310841312	S1_DepositRedeemMix	182345	PASSED	50	1317	879	432	0	0	0	0	0	4	2	51	0	247059200	953
1776310846078	S2_AsyncRedeemFullCycle	182345	PASSED	50	544	64	0	365	50	50	0	0	9	6	151	0	291431553	945
1776310851637	S3_RebalanceSettlement	182345	PASSED	50	1830	888	0	718	49	49	50	58	9	9	201	0	636138037	1746
1776310855740	S4_ExchangeRateFeeAccrual	182345	PASSED	50	193	118	16	0	0	0	0	0	50	9	50	0	57564349	261
1776310860972	S5_SanctionedUserInterlace	182345	PASSED	50	2313	1865	387	17	17	17	0	0	6	4	51	0	431101610	1441
1776310865204	S6_InFlightEdgeCases	182345	PASSED	50	359	111	17	64	26	26	58	29	16	12	51	0	121384415	441
1776310869620	S7_FullProtocolEndurance	182345	PASSED	15	885	514	110	179	15	15	15	18	15	4	17	0	183841761	567
1776310873786	S8_InvestSettlementEdge	182345	PASSED	50	245	100	0	0	0	0	50	67	16	12	51	0	95612559	375
1776310878791	S9_MultiAdapterMix	182345	PASSED	50	1544	892	0	429	49	49	50	53	9	13	102	0	430068070	1208
1776310883488	S1_DepositRedeemMix	192345	PASSED	50	1058	707	345	0	0	0	0	0	4	2	51	0	204665925	822
1776310888270	S2_AsyncRedeemFullCycle	192345	PASSED	50	493	52	0	328	49	49	0	0	9	6	151	0	272053893	931
1776310893709	S3_RebalanceSettlement	192345	PASSED	50	1646	821	0	601	49	49	50	58	9	9	201	0	564563126	1636
1776310897784	S4_ExchangeRateFeeAccrual	192345	PASSED	50	177	106	12	0	0	0	0	0	50	9	50	0	55827992	268
1776310902883	S5_SanctionedUserInterlace	192345	PASSED	50	2102	1665	376	17	17	17	0	0	6	4	51	0	390937658	1283
1776310907186	S6_InFlightEdgeCases	192345	PASSED	50	395	129	16	77	26	26	58	35	16	12	51	0	133865850	465
1776310911588	S7_FullProtocolEndurance	192345	PASSED	15	908	490	155	186	15	15	15	13	15	4	17	0	187785534	582
1776310915778	S8_InvestSettlementEdge	192345	PASSED	50	239	100	0	0	0	0	50	61	16	12	51	0	93265309	358
1776310920824	S9_MultiAdapterMix	192345	PASSED	50	1585	900	0	461	50	50	50	52	9	13	102	0	446920097	1246
1776310925502	S1_DepositRedeemMix	202345	PASSED	50	1122	737	379	0	0	0	0	0	4	2	51	0	215497963	849
1776310930292	S2_AsyncRedeemFullCycle	202345	PASSED	50	484	54	0	315	50	50	0	0	9	6	151	0	266741997	945
1776310935745	S3_RebalanceSettlement	202345	PASSED	50	1657	797	0	626	49	49	50	68	9	9	201	0	577031994	1617
1776310939843	S4_ExchangeRateFeeAccrual	202345	PASSED	50	211	128	24	0	0	0	0	0	50	9	50	0	59929478	272
1776310945035	S5_SanctionedUserInterlace	202345	PASSED	50	2335	1879	395	17	17	17	0	0	6	4	51	0	431062955	1380
1776310949351	S6_InFlightEdgeCases	202345	PASSED	50	446	159	21	91	31	31	58	27	16	12	51	0	137981325	485
1776310953726	S7_FullProtocolEndurance	202345	PASSED	15	912	525	118	195	15	15	15	10	15	4	17	0	188876467	576
1776310957907	S8_InvestSettlementEdge	202345	PASSED	50	240	100	0	0	0	0	50	62	16	12	51	0	93581384	371
1776310962892	S9_MultiAdapterMix	202345	PASSED	50	1515	868	0	435	49	49	50	42	9	13	102	0	423426865	1195
1776310967712	S1_DepositRedeemMix	212345	PASSED	50	1413	922	485	0	0	0	0	0	4	2	51	0	263911801	1003
1776310972444	S2_AsyncRedeemFullCycle	212345	PASSED	50	453	55	0	283	50	50	0	0	9	6	151	0	251347781	897
1776310977969	S3_RebalanceSettlement	212345	PASSED	50	1788	900	0	651	50	50	50	69	9	9	201	0	608177326	1698
1776310982042	S4_ExchangeRateFeeAccrual	212345	PASSED	50	185	109	17	0	0	0	0	0	50	9	50	0	56886884	259
1776310987220	S5_SanctionedUserInterlace	212345	PASSED	50	2283	1839	383	17	17	17	0	0	6	4	51	0	428153795	1369
1776310991491	S6_InFlightEdgeCases	212345	PASSED	50	391	134	9	76	27	27	58	32	16	12	51	0	129254257	455
1776310995838	S7_FullProtocolEndurance	212345	PASSED	15	885	510	127	170	15	15	15	14	15	4	17	0	179630973	558
1776311000038	S8_InvestSettlementEdge	212345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	95104852	360
1776311005052	S9_MultiAdapterMix	212345	PASSED	50	1509	851	0	447	47	47	50	45	9	13	102	0	428307964	1208
1776311009792	S1_DepositRedeemMix	222345	PASSED	50	1233	814	413	0	0	0	0	0	4	2	51	0	233310327	925
1776311014547	S2_AsyncRedeemFullCycle	222345	PASSED	50	531	62	0	356	49	49	0	0	9	6	151	0	288870251	926
1776311019967	S3_RebalanceSettlement	222345	PASSED	50	1629	782	0	622	50	50	50	57	9	9	201	0	568588912	1628
1776311024049	S4_ExchangeRateFeeAccrual	222345	PASSED	50	204	118	27	0	0	0	0	0	50	9	50	0	58997167	267
1776311029058	S5_SanctionedUserInterlace	222345	PASSED	50	1941	1581	299	17	17	17	0	0	6	4	51	0	362590171	1214
1776311033320	S6_InFlightEdgeCases	222345	PASSED	50	360	114	15	67	25	25	58	28	16	12	51	0	123216335	448
1776311037696	S7_FullProtocolEndurance	222345	PASSED	15	867	449	155	186	15	15	15	13	15	4	17	0	183426355	561
1776311041875	S8_InvestSettlementEdge	222345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	94472612	359
1776311046857	S9_MultiAdapterMix	222345	PASSED	50	1482	830	0	434	50	50	50	46	9	13	102	0	419720499	1190
1776311051643	S1_DepositRedeemMix	232345	PASSED	50	1305	861	438	0	0	0	0	0	4	2	51	0	245243499	962
1776311056304	S2_AsyncRedeemFullCycle	232345	PASSED	50	469	55	0	299	50	50	0	0	9	6	151	0	258227473	863
1776311061787	S3_RebalanceSettlement	232345	PASSED	50	1687	792	0	666	49	49	50	63	9	9	201	0	594443791	1648
1776311065890	S4_ExchangeRateFeeAccrual	232345	PASSED	50	194	115	20	0	0	0	0	0	50	9	50	0	57549536	263
1776311071061	S5_SanctionedUserInterlace	232345	PASSED	50	2242	1775	406	17	17	17	0	0	6	4	51	0	423089819	1357
1776311075310	S6_InFlightEdgeCases	232345	PASSED	50	381	124	18	72	26	26	58	29	16	12	51	0	127686032	454
1776311079689	S7_FullProtocolEndurance	232345	PASSED	15	862	448	124	213	15	15	15	13	15	4	17	0	189283309	564
1776311083876	S8_InvestSettlementEdge	232345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	94437015	361
1776311088880	S9_MultiAdapterMix	232345	PASSED	50	1465	816	0	426	50	50	50	51	9	13	102	0	415313508	1170
1776311093594	S1_DepositRedeemMix	242345	PASSED	50	1178	797	375	0	0	0	0	0	4	2	51	0	223619382	889
1776311098291	S2_AsyncRedeemFullCycle	242345	PASSED	50	516	62	0	341	49	49	0	0	9	6	151	0	278374578	899
1776311103743	S3_RebalanceSettlement	242345	PASSED	50	1686	881	0	578	47	47	50	65	9	9	201	0	567261461	1629
1776311107870	S4_ExchangeRateFeeAccrual	242345	PASSED	50	190	117	14	0	0	0	0	0	50	9	50	0	57088181	266
1776311113078	S5_SanctionedUserInterlace	242345	PASSED	50	2259	1850	348	17	17	17	0	0	6	4	51	0	422229395	1344
1776311117356	S6_InFlightEdgeCases	242345	PASSED	50	433	153	30	83	25	25	58	31	16	12	51	0	135512525	480
1776311121741	S7_FullProtocolEndurance	242345	PASSED	15	935	497	121	238	15	15	15	15	15	4	17	0	206863476	597
1776311125937	S8_InvestSettlementEdge	242345	PASSED	50	243	100	0	0	0	0	50	65	16	12	51	0	94973913	363
1776311130935	S9_MultiAdapterMix	242345	PASSED	50	1477	812	0	442	50	50	50	51	9	13	102	0	422549341	1185
1776311135750	S1_DepositRedeemMix	252345	PASSED	50	1331	854	471	0	0	0	0	0	4	2	51	0	250452799	993
1776311140476	S2_AsyncRedeemFullCycle	252345	PASSED	50	506	54	0	339	49	49	0	0	9	6	151	0	276977814	904
1776311146081	S3_RebalanceSettlement	252345	PASSED	50	1953	1019	0	698	50	50	50	68	9	9	201	0	653363623	1784
1776311150191	S4_ExchangeRateFeeAccrual	252345	PASSED	50	221	137	25	0	0	0	0	0	50	9	50	0	61186248	276
1776311155371	S5_SanctionedUserInterlace	252345	PASSED	50	2022	1622	339	17	17	17	0	0	6	4	51	0	381519465	1313
1776311159620	S6_InFlightEdgeCases	252345	PASSED	50	323	95	16	52	23	23	58	28	16	12	51	0	112776131	428
1776311164021	S7_FullProtocolEndurance	252345	PASSED	15	939	570	129	163	15	15	15	13	15	4	17	0	184224217	575
1776311168172	S8_InvestSettlementEdge	252345	PASSED	50	246	100	0	0	0	0	50	68	16	12	51	0	96115740	362
1776311173253	S9_MultiAdapterMix	252345	PASSED	50	1553	944	0	376	50	50	50	61	9	13	102	0	418172412	1227
1776311178016	S1_DepositRedeemMix	262345	PASSED	50	1279	843	430	0	0	0	0	0	4	2	51	0	240786958	946
