ts	contract	seed	result	actualRounds	totalTx	deposits	syncRedeems	asyncRedeems	processBatch	finalizeBatch	rebalances	settlements	rateUpdates	priceUpdates	invariantChecks	invariantFails	totalGasUsed	wallMs
1776368549643	S10_InterleavedOperations	3272345	PASSED	50	638	197	36	177	53	53	50	32	19	21	143	0	272273097	990
1776368554612	S1_DepositRedeemMix	3282345	PASSED	50	1149	776	367	0	0	0	0	0	4	2	51	0	268571551	1063
1776368559582	S2_AsyncRedeemFullCycle	3282345	PASSED	50	494	54	0	325	50	50	0	0	9	6	151	0	286531317	1066
1776368565400	S3_RebalanceSettlement	3282345	PASSED	50	1663	892	0	546	49	49	50	59	9	9	201	0	646043673	1902
1776368569600	S4_ExchangeRateFeeAccrual	3282345	PASSED	50	228	141	28	0	0	0	0	0	50	9	50	0	66816752	313
1776368575225	S5_SanctionedUserInterlace	3282345	PASSED	50	2137	1694	385	16	16	16	0	0	6	4	51	0	526974923	1717
1776368579668	S6_InFlightEdgeCases	3282345	PASSED	50	431	157	19	85	26	26	58	32	16	12	51	0	150481215	553
1776368584278	S7_FullProtocolEndurance	3282345	PASSED	15	843	439	130	195	15	15	15	15	15	4	17	0	219394900	701
1776368588601	S8_InvestSettlementEdge	3282345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	101224334	434
1776368594101	S9_MultiAdapterMix	3282345	PASSED	50	1609	915	0	475	50	50	50	47	9	13	102	0	547764031	1595
1776368599085	S10_InterleavedOperations	3282345	PASSED	50	724	227	40	204	61	61	50	37	21	23	150	0	300396760	1072
1776368604257	S1_DepositRedeemMix	3292345	PASSED	50	1344	874	464	0	0	0	0	0	4	2	51	0	315940793	1205
1776368609157	S2_AsyncRedeemFullCycle	3292345	PASSED	50	486	53	0	318	50	50	0	0	9	6	151	0	280443722	959
1776368615086	S3_RebalanceSettlement	3292345	PASSED	50	1647	792	0	624	49	49	50	65	9	9	201	0	670957106	2010
1776368619296	S4_ExchangeRateFeeAccrual	3292345	PASSED	50	209	119	31	0	0	0	0	0	50	9	50	0	63813779	302
1776368624963	S5_SanctionedUserInterlace	3292345	PASSED	50	2233	1802	370	17	17	17	0	0	6	4	51	0	559623447	1783
1776368629446	S6_InFlightEdgeCases	3292345	PASSED	50	441	158	25	80	28	28	58	36	16	12	51	0	150613184	560
1776368634120	S7_FullProtocolEndurance	3292345	PASSED	15	924	509	132	208	15	15	15	11	15	4	17	0	236403702	764
1776368638444	S8_InvestSettlementEdge	3292345	PASSED	50	246	100	0	0	0	0	50	68	16	12	51	0	101922733	401
1776368644083	S9_MultiAdapterMix	3292345	PASSED	50	1686	965	0	493	50	50	50	56	9	13	102	0	579380338	1741
1776368649074	S10_InterleavedOperations	3292345	PASSED	50	677	197	38	204	58	58	50	28	21	23	148	0	288011106	1040
1776368654147	S1_DepositRedeemMix	3302345	PASSED	50	1224	799	419	0	0	0	0	0	4	2	51	0	286952519	1129
1776368659034	S2_AsyncRedeemFullCycle	3302345	PASSED	50	496	57	0	324	50	50	0	0	9	6	151	0	286120203	957
1776368664894	S3_RebalanceSettlement	3302345	PASSED	50	1681	784	0	668	50	50	50	61	9	9	201	0	695144506	1959
1776368669166	S4_ExchangeRateFeeAccrual	3302345	PASSED	50	236	156	21	0	0	0	0	0	50	9	50	0	67277175	318
1776368674772	S5_SanctionedUserInterlace	3302345	PASSED	50	2182	1725	396	17	17	17	0	0	6	4	51	0	542699703	1724
1776368679237	S6_InFlightEdgeCases	3302345	PASSED	50	411	139	13	76	30	30	58	37	16	12	51	0	147617491	547
1776368683845	S7_FullProtocolEndurance	3302345	PASSED	15	815	457	108	175	15	15	15	11	15	4	17	0	204579200	690
1776368688188	S8_InvestSettlementEdge	3302345	PASSED	50	246	100	0	0	0	0	50	68	16	12	51	0	101951435	398
1776368693654	S9_MultiAdapterMix	3302345	PASSED	50	1586	893	0	485	48	48	50	40	9	13	102	0	542760943	1548
1776368698621	S10_InterleavedOperations	3302345	PASSED	50	744	222	44	223	61	61	50	39	21	23	149	0	310870109	1089
1776368703756	S1_DepositRedeemMix	3312345	PASSED	50	1392	900	486	0	0	0	0	0	4	2	51	0	330091887	1244
1776368708697	S2_AsyncRedeemFullCycle	3312345	PASSED	50	515	56	0	346	49	49	0	0	9	6	151	0	296470656	977
1776368714636	S3_RebalanceSettlement	3312345	PASSED	50	1784	913	0	635	50	50	50	68	9	9	201	0	711875944	2037
1776368718903	S4_ExchangeRateFeeAccrual	3312345	PASSED	50	181	103	19	0	0	0	0	0	50	9	50	0	59195337	280
1776368724564	S5_SanctionedUserInterlace	3312345	PASSED	50	2165	1812	292	17	17	17	0	0	6	4	51	0	539805061	1747
1776368729057	S6_InFlightEdgeCases	3312345	PASSED	50	474	186	18	91	27	27	58	39	16	12	51	0	162315682	577
1776368733729	S7_FullProtocolEndurance	3312345	PASSED	15	910	508	135	189	15	15	15	14	15	4	17	0	229459430	758
1776368738049	S8_InvestSettlementEdge	3312345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	100399816	398
1776368743474	S9_MultiAdapterMix	3312345	PASSED	50	1450	850	0	376	49	49	50	54	9	13	102	0	477798557	1491
1776368748448	S10_InterleavedOperations	3312345	PASSED	50	716	194	59	217	60	60	50	32	21	23	148	0	300714176	1069
1776368753423	S1_DepositRedeemMix	3322345	PASSED	50	1132	747	379	0	0	0	0	0	4	2	51	0	265516132	1060
1776368758304	S2_AsyncRedeemFullCycle	3322345	PASSED	50	503	54	0	334	50	50	0	0	9	6	151	0	290520614	967
1776368764232	S3_RebalanceSettlement	3322345	PASSED	50	1740	891	0	617	49	49	50	66	9	9	201	0	697713030	1989
1776368768425	S4_ExchangeRateFeeAccrual	3322345	PASSED	50	175	101	15	0	0	0	0	0	50	9	50	0	58273433	274
1776368774065	S5_SanctionedUserInterlace	3322345	PASSED	50	2085	1675	349	17	17	17	0	0	6	4	51	0	507342396	1701
1776368778494	S6_InFlightEdgeCases	3322345	PASSED	50	333	106	14	57	22	22	58	26	16	12	51	0	124656858	496
1776368783169	S7_FullProtocolEndurance	3322345	PASSED	15	930	547	129	179	15	15	15	11	15	4	17	0	229009874	757
1776368787525	S8_InvestSettlementEdge	3322345	PASSED	50	238	100	0	0	0	0	50	60	16	12	51	0	98599189	409
1776368792934	S9_MultiAdapterMix	3322345	PASSED	50	1568	867	0	476	49	49	50	55	9	13	102	0	540272196	1535
1776368797894	S10_InterleavedOperations	3322345	PASSED	50	642	190	29	190	54	54	50	33	20	22	143	0	275629125	1046
1776368802966	S1_DepositRedeemMix	3332345	PASSED	50	1276	827	443	0	0	0	0	0	4	2	51	0	299411993	1152
1776368807854	S2_AsyncRedeemFullCycle	3332345	PASSED	50	476	58	0	305	49	49	0	0	9	6	151	0	277360259	963
1776368813679	S3_RebalanceSettlement	3332345	PASSED	50	1661	785	0	643	50	50	50	65	9	9	201	0	682808849	1938
1776368817923	S4_ExchangeRateFeeAccrual	3332345	PASSED	50	202	121	22	0	0	0	0	0	50	9	50	0	62557501	296
1776368823527	S5_SanctionedUserInterlace	3332345	PASSED	50	2122	1689	372	17	17	17	0	0	6	4	51	0	524309246	1672
1776368827976	S6_InFlightEdgeCases	3332345	PASSED	50	374	136	13	64	23	23	58	29	16	12	51	0	133687534	524
1776368832621	S7_FullProtocolEndurance	3332345	PASSED	15	859	463	120	197	15	15	15	15	15	4	17	0	221751300	738
1776368836961	S8_InvestSettlementEdge	3332345	PASSED	50	240	100	0	0	0	0	50	62	16	12	51	0	99558313	412
1776368842514	S9_MultiAdapterMix	3332345	PASSED	50	1647	925	0	499	50	50	50	51	9	13	102	0	566213790	1602
1776368847447	S10_InterleavedOperations	3332345	PASSED	50	610	182	24	172	57	57	50	24	21	23	146	0	263019073	999
1776368852451	S1_DepositRedeemMix	3342345	PASSED	50	1199	809	384	0	0	0	0	0	4	2	51	0	280057525	1099
1776368857389	S2_AsyncRedeemFullCycle	3342345	PASSED	50	534	54	0	365	50	50	0	0	9	6	151	0	309088729	1019
1776368863258	S3_RebalanceSettlement	3342345	PASSED	50	1705	853	0	619	50	50	50	65	9	9	201	0	684798921	1966
1776368867463	S4_ExchangeRateFeeAccrual	3342345	PASSED	50	181	107	15	0	0	0	0	0	50	9	50	0	59388873	307
1776368872843	S5_SanctionedUserInterlace	3342345	PASSED	50	1767	1486	220	17	17	17	0	0	6	4	51	0	425475313	1482
1776368877256	S6_InFlightEdgeCases	3342345	PASSED	50	391	127	17	75	28	28	58	30	16	12	51	0	140434266	526
1776368881839	S7_FullProtocolEndurance	3342345	PASSED	15	801	436	103	185	15	15	15	13	15	4	17	0	206718546	683
1776368886117	S8_InvestSettlementEdge	3342345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	100423727	398
1776368891534	S9_MultiAdapterMix	3342345	PASSED	50	1522	858	0	442	50	50	50	50	9	13	102	0	515013673	1506
1776368896520	S10_InterleavedOperations	3342345	PASSED	50	710	222	35	215	58	58	50	30	20	22	147	0	297123650	1066
1776368901431	S1_DepositRedeemMix	3352345	PASSED	50	1093	742	345	0	0	0	0	0	4	2	51	0	255768959	1027
1776368906440	S2_AsyncRedeemFullCycle	3352345	PASSED	50	563	63	0	385	50	50	0	0	9	6	151	0	320244334	1051
1776368912504	S3_RebalanceSettlement	3352345	PASSED	50	1752	804	0	723	50	50	50	57	9	9	201	0	733747839	2121
1776368916752	S4_ExchangeRateFeeAccrual	3352345	PASSED	50	209	126	24	0	0	0	0	0	50	9	50	0	63435467	318
1776368922266	S5_SanctionedUserInterlace	3352345	PASSED	50	1933	1520	352	17	17	17	0	0	6	4	51	0	472339574	1570
1776368926677	S6_InFlightEdgeCases	3352345	PASSED	50	365	112	18	63	27	27	58	32	16	12	51	0	134473962	503
1776368931262	S7_FullProtocolEndurance	3352345	PASSED	15	810	448	112	171	15	15	15	15	15	4	17	0	204135512	684
1776368935617	S8_InvestSettlementEdge	3352345	PASSED	50	240	100	0	0	0	0	50	62	16	12	51	0	99479799	429
1776368940893	S9_MultiAdapterMix	3352345	PASSED	50	1385	742	0	429	50	50	50	42	9	13	102	0	475831135	1386
1776368945790	S10_InterleavedOperations	3352345	PASSED	50	604	161	37	173	54	54	50	33	20	22	144	0	266441466	1006
1776368950908	S1_DepositRedeemMix	3362345	PASSED	50	1314	888	420	0	0	0	0	0	4	2	51	0	307943450	1170
1776368955870	S2_AsyncRedeemFullCycle	3362345	PASSED	50	578	62	0	401	50	50	0	0	9	6	151	0	328851160	1051
1776368961963	S3_RebalanceSettlement	3362345	PASSED	50	1951	983	0	730	50	50	50	70	9	9	201	0	793360092	2151
1776368966163	S4_ExchangeRateFeeAccrual	3362345	PASSED	50	165	93	13	0	0	0	0	0	50	9	50	0	57049963	272
1776368971851	S5_SanctionedUserInterlace	3362345	PASSED	50	2260	1802	397	17	17	17	0	0	6	4	51	0	563088490	1769
1776368976347	S6_InFlightEdgeCases	3362345	PASSED	50	408	144	21	76	24	24	58	33	16	12	51	0	143610056	554
1776368980973	S7_FullProtocolEndurance	3362345	PASSED	15	891	482	108	222	15	15	15	15	15	4	17	0	234563968	735
1776368985320	S8_InvestSettlementEdge	3362345	PASSED	50	240	100	0	0	0	0	50	62	16	12	51	0	99549288	420
1776368990778	S9_MultiAdapterMix	3362345	PASSED	50	1581	872	0	491	50	50	50	46	9	13	102	0	545283901	1546
1776368995710	S10_InterleavedOperations	3362345	PASSED	50	656	189	30	195	59	59	50	32	20	22	148	0	282223304	1044
1776369000686	S1_DepositRedeemMix	3372345	PASSED	50	1135	779	350	0	0	0	0	0	4	2	51	0	265923065	1044
1776369005545	S2_AsyncRedeemFullCycle	3372345	PASSED	50	466	53	0	300	49	49	0	0	9	6	151	0	271427887	948
1776369011507	S3_RebalanceSettlement	3372345	PASSED	50	1765	846	0	694	49	49	50	59	9	9	201	0	729144465	2032
1776369015695	S4_ExchangeRateFeeAccrual	3372345	PASSED	50	184	110	15	0	0	0	0	0	50	9	50	0	59714901	287
1776369021354	S5_SanctionedUserInterlace	3372345	PASSED	50	2112	1718	333	17	17	17	0	0	6	4	51	0	528584254	1742
1776369025820	S6_InFlightEdgeCases	3372345	PASSED	50	371	130	13	61	25	25	58	31	16	12	51	0	132386549	517
1776369030479	S7_FullProtocolEndurance	3372345	PASSED	15	855	472	127	179	15	15	15	13	15	4	17	0	215734884	709
1776369034788	S8_InvestSettlementEdge	3372345	PASSED	50	240	100	0	0	0	0	50	62	16	12	51	0	99434468	412
1776369040241	S9_MultiAdapterMix	3372345	PASSED	50	1524	895	0	412	50	50	50	45	9	13	102	0	503532871	1562
1776369045127	S10_InterleavedOperations	3372345	PASSED	50	633	188	25	189	57	57	50	27	19	21	145	0	272717053	984
1776369050236	S1_DepositRedeemMix	3382345	PASSED	50	1260	841	413	0	0	0	0	0	4	2	51	0	294919833	1199
1776369055149	S2_AsyncRedeemFullCycle	3382345	PASSED	50	525	58	0	352	50	50	0	0	9	6	151	0	300329822	992
1776369061083	S3_RebalanceSettlement	3382345	PASSED	50	1745	845	0	680	49	49	50	54	9	9	201	0	716981902	2009
1776369065273	S4_ExchangeRateFeeAccrual	3382345	PASSED	50	193	113	21	0	0	0	0	0	50	9	50	0	61033443	295
1776369070873	S5_SanctionedUserInterlace	3382345	PASSED	50	2064	1675	328	17	17	17	0	0	6	4	51	0	509805301	1690
1776369075334	S6_InFlightEdgeCases	3382345	PASSED	50	399	141	16	74	23	23	58	36	16	12	51	0	142017709	523
1776369080086	S7_FullProtocolEndurance	3382345	PASSED	15	983	519	134	251	15	15	15	15	15	4	17	0	263379081	845
1776369084437	S8_InvestSettlementEdge	3382345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	100379854	401
1776369089912	S9_MultiAdapterMix	3382345	PASSED	50	1457	813	0	423	49	49	50	51	9	13	102	0	493389397	1555
1776369094767	S10_InterleavedOperations	3382345	PASSED	50	612	171	37	167	57	57	50	29	21	23	145	0	261703305	972
1776369099792	S1_DepositRedeemMix	3392345	PASSED	50	1164	776	382	0	0	0	0	0	4	2	51	0	272554346	1113
1776369104682	S2_AsyncRedeemFullCycle	3392345	PASSED	50	499	57	0	329	49	49	0	0	9	6	151	0	286993732	957
1776369110500	S3_RebalanceSettlement	3392345	PASSED	50	1653	805	0	616	50	50	50	64	9	9	201	0	670059230	1915
1776369114716	S4_ExchangeRateFeeAccrual	3392345	PASSED	50	195	116	20	0	0	0	0	0	50	9	50	0	61223816	302
1776369120217	S5_SanctionedUserInterlace	3392345	PASSED	50	2002	1615	326	17	17	17	0	0	6	4	51	0	489260152	1596
1776369124660	S6_InFlightEdgeCases	3392345	PASSED	50	397	147	11	70	24	24	58	35	16	12	51	0	140103655	520
1776369129289	S7_FullProtocolEndurance	3392345	PASSED	15	877	515	96	189	15	15	15	13	15	4	17	0	221919368	731
1776369133627	S8_InvestSettlementEdge	3392345	PASSED	50	241	100	0	0	0	0	50	63	16	12	51	0	99977896	422
1776369139025	S9_MultiAdapterMix	3392345	PASSED	50	1536	852	0	466	50	50	50	46	9	13	102	0	524988778	1491
1776369143994	S10_InterleavedOperations	3392345	PASSED	50	691	233	41	178	58	58	50	29	21	23	148	0	280637318	1042
1776369149059	S1_DepositRedeemMix	3402345	PASSED	50	1224	799	419	0	0	0	0	0	4	2	51	0	286810108	1114
1776369153984	S2_AsyncRedeemFullCycle	3402345	PASSED	50	483	54	0	316	49	49	0	0	9	6	151	0	281278517	985
1776369159857	S3_RebalanceSettlement	3402345	PASSED	50	1643	822	0	595	50	50	50	58	9	9	201	0	658244208	1911
1776369164057	S4_ExchangeRateFeeAccrual	3402345	PASSED	50	172	95	18	0	0	0	0	0	50	9	50	0	58160312	274
1776369169690	S5_SanctionedUserInterlace	3402345	PASSED	50	2139	1739	339	17	17	17	0	0	6	4	51	0	531417958	1711
1776369174142	S6_InFlightEdgeCases	3402345	PASSED	50	460	176	14	105	27	27	58	25	16	12	51	0	157944184	570
1776369178708	S7_FullProtocolEndurance	3402345	PASSED	15	770	447	92	152	15	15	15	15	15	4	17	0	190250930	665
1776369183051	S8_InvestSettlementEdge	3402345	PASSED	50	240	100	0	0	0	0	50	62	16	12	51	0	99516056	404
1776369188548	S9_MultiAdapterMix	3402345	PASSED	50	1592	960	0	415	49	49	50	47	9	13	102	0	526463770	1540
1776369193596	S10_InterleavedOperations	3402345	PASSED	50	685	205	47	188	59	59	50	33	21	23	149	0	285622538	1098
1776369198550	S1_DepositRedeemMix	3412345	PASSED	50	1093	707	380	0	0	0	0	0	4	2	51	0	256885666	1029
1776369203507	S2_AsyncRedeemFullCycle	3412345	PASSED	50	481	56	0	310	50	50	0	0	9	6	151	0	276351610	1002
1776369209410	S3_RebalanceSettlement	3412345	PASSED	50	1697	844	0	624	47	47	50	67	9	9	201	0	685970043	1989
1776369213619	S4_ExchangeRateFeeAccrual	3412345	PASSED	50	203	118	26	0	0	0	0	0	50	9	50	0	62780302	300
1776369219143	S5_SanctionedUserInterlace	3412345	PASSED	50	2026	1638	327	17	17	17	0	0	6	4	51	0	497244058	1612
1776369223620	S6_InFlightEdgeCases	3412345	PASSED	50	420	144	11	89	29	29	58	32	16	12	51	0	150491978	548
1776369228193	S7_FullProtocolEndurance	3412345	PASSED	15	796	467	84	164	15	15	15	17	15	4	17	0	198707396	651
1776369232520	S8_InvestSettlementEdge	3412345	PASSED	50	242	100	0	0	0	0	50	64	16	12	51	0	100309958	401
1776369237881	S9_MultiAdapterMix	3412345	PASSED	50	1468	808	0	442	48	48	50	50	9	13	102	0	501953996	1456
1776369242850	S10_InterleavedOperations	3412345	PASSED	50	720	224	59	197	59	59	50	28	21	23	148	0	294611184	1064
1776369247939	S1_DepositRedeemMix	3422345	PASSED	50	1257	828	423	0	0	0	0	0	4	2	51	0	296897884	1155
1776369252763	S2_AsyncRedeemFullCycle	3422345	PASSED	50	465	53	0	297	50	50	0	0	9	6	151	0	270049726	919
1776369258677	S3_RebalanceSettlement	3422345	PASSED	50	1720	797	0	688	50	50	50	67	9	9	201	0	714986444	2003
1776369262899	S4_ExchangeRateFeeAccrual	3422345	PASSED	50	220	136	25	0	0	0	0	0	50	9	50	0	65349537	306
1776369268469	S5_SanctionedUserInterlace	3422345	PASSED	50	2132	1684	387	17	17	17	0	0	6	4	51	0	525451298	1682
1776369272925	S6_InFlightEdgeCases	3422345	PASSED	50	393	137	12	70	26	26	58	36	16	12	51	0	141384860	521
1776369277671	S7_FullProtocolEndurance	3422345	PASSED	15	925	490	146	209	15	15	15	16	15	4	17	0	239264520	766
1776369282049	S8_InvestSettlementEdge	3422345	PASSED	50	241	100	0	0	0	0	50	63	16	12	51	0	99934640	396
1776369287478	S9_MultiAdapterMix	3422345	PASSED	50	1516	852	0	444	50	50	50	48	9	13	102	0	513968871	1502
1776369292453	S10_InterleavedOperations	3422345	PASSED	50	711	220	34	212	60	60	50	31	21	23	148	0	297069932	1066
1776369297492	S1_DepositRedeemMix	3432345	PASSED	50	1255	828	421	0	0	0	0	0	4	2	51	0	294005147	1151
1776369302350	S2_AsyncRedeemFullCycle	3432345	PASSED	50	492	56	0	321	50	50	0	0	9	6	151	0	282638659	964
1776369308414	S3_RebalanceSettlement	3432345	PASSED	50	1801	910	0	653	50	50	50	70	9	9	201	0	728340036	2103
1776369312608	S4_ExchangeRateFeeAccrual	3432345	PASSED	50	196	113	24	0	0	0	0	0	50	9	50	0	61734300	289
1776369318144	S5_SanctionedUserInterlace	3432345	PASSED	50	2023	1589	373	17	17	17	0	0	6	4	51	0	497395901	1619
1776369322567	S6_InFlightEdgeCases	3432345	PASSED	50	371	119	9	74	26	26	58	31	16	12	51	0	138831211	510
1776369327076	S7_FullProtocolEndurance	3432345	PASSED	15	722	381	100	166	15	15	15	11	15	4	17	0	185067009	611
1776369331406	S8_InvestSettlementEdge	3432345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	101190135	407
1776369336761	S9_MultiAdapterMix	3432345	PASSED	50	1435	794	0	423	49	49	50	48	9	13	102	0	487392938	1443
1776369341798	S10_InterleavedOperations	3432345	PASSED	50	739	226	27	231	60	60	50	41	21	23	148	0	311633530	1101
1776369346812	S1_DepositRedeemMix	3442345	PASSED	50	1151	762	383	0	0	0	0	0	4	2	51	0	269734302	1065
1776369351709	S2_AsyncRedeemFullCycle	3442345	PASSED	50	478	56	0	311	48	48	0	0	9	6	151	0	277306129	961
1776369357539	S3_RebalanceSettlement	3442345	PASSED	50	1625	848	0	549	48	48	50	64	9	9	201	0	638550807	1876
1776369361726	S4_ExchangeRateFeeAccrual	3442345	PASSED	50	217	131	27	0	0	0	0	0	50	9	50	0	64715361	306
1776369367407	S5_SanctionedUserInterlace	3442345	PASSED	50	2293	1834	398	17	17	17	0	0	6	4	51	0	577063047	1805
1776369371898	S6_InFlightEdgeCases	3442345	PASSED	50	431	157	21	80	26	26	58	35	16	12	51	0	149329378	578
1776369376550	S7_FullProtocolEndurance	3442345	PASSED	15	852	458	125	193	15	15	15	12	15	4	17	0	219198845	760
1776369380886	S8_InvestSettlementEdge	3442345	PASSED	50	237	100	0	0	0	0	50	59	16	12	51	0	98214384	394
1776369386265	S9_MultiAdapterMix	3442345	PASSED	50	1488	853	0	418	50	50	50	45	9	13	102	0	496819879	1459
1776369391189	S10_InterleavedOperations	3442345	PASSED	50	637	183	32	188	56	56	50	30	20	22	147	0	274782572	999
1776369396248	S1_DepositRedeemMix	3452345	PASSED	50	1181	807	368	0	0	0	0	0	4	2	51	0	275843631	1141
1776369401079	S2_AsyncRedeemFullCycle	3452345	PASSED	50	458	56	0	289	49	49	0	0	9	6	151	0	265356533	910
1776369407072	S3_RebalanceSettlement	3452345	PASSED	50	1827	890	0	705	49	49	50	66	9	9	201	0	749166145	2066
1776369411282	S4_ExchangeRateFeeAccrual	3452345	PASSED	50	207	126	22	0	0	0	0	0	50	9	50	0	63224384	321
1776369416997	S5_SanctionedUserInterlace	3452345	PASSED	50	2128	1721	346	17	17	17	0	0	6	4	51	0	522803027	1804
1776369421390	S6_InFlightEdgeCases	3452345	PASSED	50	343	102	9	66	27	27	58	26	16	12	51	0	130353517	499
1776369425967	S7_FullProtocolEndurance	3452345	PASSED	15	801	427	126	173	15	15	15	11	15	4	17	0	202480651	686
1776369430297	S8_InvestSettlementEdge	3452345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	101116505	399
1776369435637	S9_MultiAdapterMix	3452345	PASSED	50	1378	737	0	425	48	48	50	48	9	13	102	0	473864803	1415
1776369440599	S10_InterleavedOperations	3452345	PASSED	50	701	225	32	207	55	55	50	33	21	23	145	0	291750553	1037
1776369445578	S1_DepositRedeemMix	3462345	PASSED	50	1132	776	350	0	0	0	0	0	4	2	51	0	264529754	1072
1776369450443	S2_AsyncRedeemFullCycle	3462345	PASSED	50	473	54	0	306	49	49	0	0	9	6	151	0	274919630	933
1776369456520	S3_RebalanceSettlement	3462345	PASSED	50	1713	840	0	643	49	49	50	64	9	9	201	0	695394914	2146
1776369460775	S4_ExchangeRateFeeAccrual	3462345	PASSED	50	203	116	28	0	0	0	0	0	50	9	50	0	62542354	293
1776369466322	S5_SanctionedUserInterlace	3462345	PASSED	50	1930	1544	325	17	17	17	0	0	6	4	51	0	467387823	1633
1776369470810	S6_InFlightEdgeCases	3462345	PASSED	50	425	161	14	76	23	23	58	42	16	12	51	0	147305950	569
1776369475489	S7_FullProtocolEndurance	3462345	PASSED	15	871	477	114	203	15	15	15	13	15	4	17	0	225120093	747
1776369479803	S8_InvestSettlementEdge	3462345	PASSED	50	243	100	0	0	0	0	50	65	16	12	51	0	100728727	399
1776369485068	S9_MultiAdapterMix	3462345	PASSED	50	1381	809	0	351	50	50	50	49	9	13	102	0	453041635	1366
1776369490049	S10_InterleavedOperations	3462345	PASSED	50	695	218	42	197	58	58	50	30	20	22	148	0	290037860	1066
1776369495094	S1_DepositRedeemMix	3472345	PASSED	50	1257	840	411	0	0	0	0	0	4	2	51	0	294255049	1126
1776369500040	S2_AsyncRedeemFullCycle	3472345	PASSED	50	528	57	0	360	48	48	0	0	9	6	151	0	304861293	1011
1776369506051	S3_RebalanceSettlement	3472345	PASSED	50	1908	948	0	717	50	50	50	75	9	9	201	0	778575845	2119
1776369510266	S4_ExchangeRateFeeAccrual	3472345	PASSED	50	206	126	21	0	0	0	0	0	50	9	50	0	63241640	295
1776369515920	S5_SanctionedUserInterlace	3472345	PASSED	50	2218	1819	338	17	17	17	0	0	6	4	51	0	547744269	1743
1776369520348	S6_InFlightEdgeCases	3472345	PASSED	50	367	121	15	58	26	26	58	35	16	12	51	0	132928938	497
1776369524961	S7_FullProtocolEndurance	3472345	PASSED	15	834	468	103	181	15	15	15	18	15	4	17	0	212400351	689
1776369529273	S8_InvestSettlementEdge	3472345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	101221384	401
1776369534772	S9_MultiAdapterMix	3472345	PASSED	50	1579	935	0	429	50	50	50	43	9	13	102	0	522189425	1587
1776369539744	S10_InterleavedOperations	3472345	PASSED	50	723	232	46	204	57	57	50	33	21	23	148	0	298259951	1081
1776369544911	S1_DepositRedeemMix	3482345	PASSED	50	1419	909	504	0	0	0	0	0	4	2	51	0	337101963	1249
1776369549787	S2_AsyncRedeemFullCycle	3482345	PASSED	50	475	52	0	308	50	50	0	0	9	6	151	0	277428180	944
1776369555773	S3_RebalanceSettlement	3482345	PASSED	50	1847	939	0	675	50	50	50	65	9	9	201	0	742293386	2063
1776369559970	S4_ExchangeRateFeeAccrual	3482345	PASSED	50	183	100	24	0	0	0	0	0	50	9	50	0	59873966	282
1776369565487	S5_SanctionedUserInterlace	3482345	PASSED	50	2007	1610	336	17	17	17	0	0	6	4	51	0	494278562	1628
1776369569937	S6_InFlightEdgeCases	3482345	PASSED	50	385	129	14	77	24	24	58	31	16	12	51	0	139945601	515
1776369574615	S7_FullProtocolEndurance	3482345	PASSED	15	914	515	149	172	15	15	15	14	15	4	17	0	224498224	742
1776369578939	S8_InvestSettlementEdge	3482345	PASSED	50	240	100	0	0	0	0	50	62	16	12	51	0	99535389	397
1776369584231	S9_MultiAdapterMix	3482345	PASSED	50	1373	731	0	428	48	48	50	46	9	13	102	0	473592765	1389
1776369589151	S10_InterleavedOperations	3482345	PASSED	50	620	182	27	183	54	54	50	26	21	23	147	0	269618227	987
1776369594180	S1_DepositRedeemMix	3492345	PASSED	50	1204	819	379	0	0	0	0	0	4	2	51	0	281254650	1118
1776369599005	S2_AsyncRedeemFullCycle	3492345	PASSED	50	446	54	0	277	50	50	0	0	9	6	151	0	259868419	916
1776369604902	S3_RebalanceSettlement	3492345	PASSED	50	1712	826	0	660	48	48	50	62	9	9	201	0	708224024	1979
1776369609130	S4_ExchangeRateFeeAccrual	3492345	PASSED	50	154	84	11	0	0	0	0	0	50	9	50	0	55295307	275
1776369614768	S5_SanctionedUserInterlace	3492345	PASSED	50	2240	1858	321	17	17	17	0	0	6	4	51	0	559867061	1741
1776369619230	S6_InFlightEdgeCases	3492345	PASSED	50	428	158	12	84	29	29	58	30	16	12	51	0	147107205	542
1776369623861	S7_FullProtocolEndurance	3492345	PASSED	15	857	464	126	190	15	15	15	13	15	4	17	0	218744106	713
1776369628155	S8_InvestSettlementEdge	3492345	PASSED	50	244	100	0	0	0	0	50	66	16	12	51	0	101103400	399
1776369633421	S9_MultiAdapterMix	3492345	PASSED	50	1324	729	0	383	48	48	50	44	9	13	102	0	448227006	1358
1776369638386	S10_InterleavedOperations	3492345	PASSED	50	669	212	42	181	55	55	50	30	21	23	146	0	278202730	1022
1776369643431	S1_DepositRedeemMix	3502345	PASSED	50	1207	807	394	0	0	0	0	0	4	2	51	0	283506124	1146
1776369648293	S2_AsyncRedeemFullCycle	3502345	PASSED	50	490	54	0	323	49	49	0	0	9	6	151	0	285495764	951
